TF	Experiment	cellLine
POLR2A	GSM1527697	unknown
OTX2	GSM1505704	unknown
TBX21	GSM776557	unknown
ESR1	GSM798427	unknown
POLR2A	GSM1150961	unknown
POLR2A	GSM2579075	unknown
ERG	GSM2026052	unknown
NR2C2	GSM935596	unknown
POLR2A	GSM2218626	unknown
TERC	GSM820430	unknown
SMC3	GSM2747759	unknown
CHD2	GSM935297	unknown
FOXA1	GSM2537226	unknown
AR	GSM1415630	unknown
POLR2A	GSM1466842	unknown
E2F1	GSM1526876	unknown
MYB	GSM1859069	unknown
ZBTB33	ENCSR876GXA_1	K562
POLR2A	GSM1603216	unknown
POLR2A	GSM1177772	unknown
ESR1	GSM1669078	unknown
POLR2A	GSM2151634	unknown
POLR2A	GSM2642501	unknown
NFE2	GSM1427076	unknown
POLR2A	GSM1405110	unknown
BCL3	ENCSR215UXN_3	unknown
MYC	GSM2305254	unknown
CTCF	GSM749739	unknown
TSC22D4	GSM2574798	unknown
SIX2	GSM1970528	unknown
RUNX1	GSM1410771	unknown
SPIB	GSM1370281	unknown
ZNF680	GSM2026835	unknown
KDM2B	GSM1612048	unknown
ESR1	GSM2648917	unknown
NR3C1	GSM1350528	unknown
POLR3D	GSM1906361	unknown
CTCF	GSM624078	unknown
PHF8	GSM520382	unknown
MED1	GSM1537678	unknown
NR2F2	GSM1010837	unknown
POLR2A	GSM1482889	unknown
POLR2A	GSM2370645	unknown
REST	GSM803349	unknown
ESR1	GSM1076111	unknown
MAZ	ENCSR290SSQ_2	HEK293
POLR2A	GSM1684630	unknown
POLR2A	GSM1328964	unknown
TAF1	GSM1010773	unknown
FOXM1	GSM1001005	unknown
ELK1	ENCSR382WLL_2	MCF-7
MED1	GSM1847374	unknown
EP300	GSM1010800	unknown
CTCF	GSM808752	unknown
ZNF641	ENCSR578FJY_2	unknown
BCL3	ENCSR013KHB_3	unknown
LARP7	GSM1866696	unknown
AR	GSM2427951	unknown
CTCF	GSM849305	unknown
ESR1	GSM2797119	unknown
CTCF	GSM1006891	unknown
IKZF1	GSM1420193	unknown
AHR	GSM2406723	unknown
POLR2A	GSM1091919	unknown
MED1	GSM2212239	unknown
GATA4	GSM1505645	unknown
ERG	GSM1328979	unknown
PR	GSM2125122	unknown
POLR2A	GSM2789805	unknown
MRE11A	GSM1543775	unknown
BRD4	GSM2330592	unknown
ESR1	GSM2242427	unknown
MYOG	GSM2214115	unknown
POLR2A	GSM2550259	unknown
POLR2A	GSM1603217	unknown
CBX3	GSM1010758	unknown
RAD21	GSM2486816	unknown
POLR2A	GSM2589149	unknown
POLR2A	GSM1340258	unknown
BANF1	GSM1645713	unknown
POLR2A	GSM1265867	unknown
ZNF175	ENCSR011PEI_1	K562
GATA3	GSM776559	unknown
SPI1	GSM638311	unknown
NR1H3	GSM2042850	unknown
ESR1	GSM2648916	unknown
YY1	GSM935482	unknown
HCFC1	GSM779426	unknown
MED1	GSM2280041	unknown
POLR2A	GSM1820485	unknown
CTCF	GSM2316304	unknown
BRD4	GSM2359460	unknown
PHF8	GSM831037	unknown
STAT3	GSM2278002	unknown
TBX5	GSM2279971	unknown
NR3C1	ENCSR773NQB_2	unknown
YY1	GSM803354	unknown
ETV1	ENCSR277DMR_2	K562
SUZ12	GSM935352	unknown
POLR3D	GSM1906351	unknown
TCF7L2	GSM935625	unknown
POLR2A	GSM1975026	unknown
ZNF346	ENCSR162MTR_1	unknown
SMAD4	GSM2574759	unknown
CTCF	GSM749747	unknown
SPI1	GSM1681426	unknown
POLR2A	GSM1948649	unknown
REST	GSM1192174	unknown
ESR1	GSM2747703	unknown
NFE2	ENCSR552YGL_1	K562
TCF7L2	GSM782123	unknown
CTCF	GSM1006882	unknown
ZBTB48	GSM2543157	unknown
TRIM25	GSM2098765	unknown
ZMYM3	GSM2574814	unknown
SUMO2	GSM1622618	unknown
USF1	GSM803527	unknown
SMARCC1	GSM1835871	unknown
POLR2A	ENCSR132XRW_1	transverse
CTCF	GSM1022666	unknown
CEBPA	GSM1333955	unknown
ZNF623	ENCSR022IZK_1	HEK293
FOXA1	GSM2797134	unknown
BRD4	GSM2611562	unknown
SRF	GSM2436679	unknown
ERG	GSM2612457	unknown
POLR2A	GSM1579357	unknown
HOXB13	GSM2537234	unknown
SPI1	GSM1501166	unknown
RXRG	GSM2695654	unknown
ZNF280D	ENCSR451CYX_2	HEK293
POLR2A	GSM1847365	unknown
CEBPB	GSM1010778	unknown
BRD4	GSM1845143	unknown
ETS1	GSM2442777	unknown
POLR2A	GSM2316354	unknown
EP300	GSM1009632	unknown
POLR2A	ENCSR107EUS_1	transverse
CHD4	GSM2579163	unknown
CTCF	GSM1684571	unknown
RELA	GSM1566565	unknown
RING1	GSM1295091	unknown
MBD3	GSM1089817	unknown
ESR1	GSM1198711	unknown
SRSF3	ENCSR893LEC_2	unknown
RELA	GSM1534734	unknown
RUNX1T1	GSM1113430	unknown
TCF12	GSM957610	unknown
CTCF	GSM1138985	unknown
POLR2A	GSM803399	unknown
SOX2	GSM1643798	unknown
CTCF	GSM1224653	unknown
FOXA1	GSM803432	unknown
ESR1	GSM803541	unknown
CTCF	GSM489293	unknown
ZMYM3	ENCSR848YWD_1	HepG2
HDAC6	GSM393957	unknown
CTCF	GSM2067527	unknown
CTCF	GSM822279	unknown
HDAC1	GSM717398	unknown
POLR2A	ENCSR122EYE_1	stomach
POLR2A	GSM2113522	unknown
ZNF680	GSM2026834	unknown
MED1	GSM2279970	unknown
ERG	GSM717396	unknown
SMAD2-SMAD3	GSM727558	unknown
PPARG	GSM1443809	unknown
ESR1	GSM1669143	unknown
RFX5	GSM935304	unknown
CTCF	GSM1022677	unknown
ZNF518A	ENCSR159GFL_1	HEK293
POLR2A	GSM1033764	unknown
CTCF	GSM2316306	unknown
TAL1	GSM651544	unknown
MED1	GSM2280026	unknown
POU5F1	GSM1364025	unknown
IKZF1	ENCSR948VFL_2	K562
RUNX1	GSM1113428	unknown
CEBPB	ENCSR606ZTC_1	unknown
FOSL2	ENCSR900RUE_2	unknown
POLR2A	GSM1116656	unknown
SPI1	GSM1480738	unknown
SMC3	GSM2813844	unknown
BRD4	GSM1195551	unknown
SMAD2-SMAD3	GSM2795973	unknown
SIN3A	GSM935331	unknown
RELA	GSM2219850	unknown
REST	GSM1290154	unknown
POLR2A	GSM2913908	unknown
STAT1	GSM1057012	unknown
NELFA	GSM1670873	unknown
PAX6	GSM2333440	unknown
RELA	GSM2360961	unknown
ZNF263	GSM476650	unknown
TAF7	GSM803407	unknown
GATA2	GSM1691149	unknown
POLR2A	GSM2667596	unknown
CTCF	GSM1234217	unknown
STAG1	GSM614616	unknown
POLR2A	GSM1022949	unknown
FOXA1	GSM1164146	unknown
ZMYM3	GSM2574765	unknown
ELF1	GSM1010765	unknown
POLR2A	GSM2589148	unknown
POLR2A	GSM1405120	unknown
ZTA	GSM1404655	unknown
POLR2A	ENCSR097EEA_1	gastroesophageal
CTCF	GSM782158	unknown
EP300	GSM1817182	unknown
FOXO1	GSM1703607	unknown
STAT1	GSM935360	unknown
PCGF1	GSM2805869	unknown
CHD1	GSM1573654	unknown
NANOG	GSM1505696	unknown
SMAD2-SMAD3	GSM727557	unknown
KDM5B	GSM1122664	unknown
SMARCC1	GSM2472121	unknown
REST	GSM803335	unknown
RNF2	GSM1138592	unknown
MBD2	ENCSR940MHE_1	MCF-7
CTCF	GSM808759	unknown
BACH1	GSM935576	unknown
POLR2A	GSM2465110	unknown
CTCF	GSM646475	unknown
SPI1	GSM1940198	unknown
BRD2	GSM1247823	unknown
BIRA	GSM2095825	unknown
ZNF639	ENCSR080CST_1	HEK293
ZNF837	ENCSR711UOA_1	HEK293
AFF4	GSM2373721	unknown
CREB1	GSM1861931	unknown
CTCF	GSM749779	unknown
REST	GSM1010792	unknown
FOXO1	GSM2214084	unknown
AR	GSM1527033	unknown
POLR2A	GSM763427	unknown
MYC	GSM935643	unknown
FOXM1	GSM1464024	unknown
CTCF	GSM1354438	unknown
FOSL2	ENCSR330IJE_2	unknown
POLR2A	GSM1846806	unknown
CTCF	GSM646454	unknown
CTCF	GSM749675	unknown
NKRF	ENCSR331BDJ_2	K562
POLR2AphosphoS5	ENCSR889GGV_2	unknown
CDK9	GSM1527711	unknown
AR	GSM2393839	unknown
AR	GSM1412317	unknown
FOXM1	GSM1464011	unknown
CTCF	GSM2747764	unknown
NELFE	GSM2151656	unknown
ESR1	GSM631484	unknown
LYL1	GSM1901548	unknown
POLR2A	GSM2188501	unknown
ZNF639	GSM2574763	unknown
GATA1	GSM2877106	unknown
AHR	GSM2406727	unknown
EP300	GSM935559	unknown
POLR2A	GSM1116660	unknown
POLR2A	GSM749817	unknown
NFE2	GSM1067276	unknown
FOXA2	GSM1010724	unknown
POLR2A	ENCSR388QZF_2	K562
NR3C1	GSM2103045	unknown
TRAF7	GSM2421989	unknown
HES2	ENCSR078POK_2	unknown
SRF	GSM803350	unknown
FOXO1	GSM1668936	unknown
FGFR1	GSM2439179	unknown
RELA	GSM486290	unknown
RUNX1	GSM1942111	unknown
SPI1	GSM1642768	unknown
STAG1	GSM1234097	unknown
ESR1	GSM2797098	unknown
POLR2A	GSM1416811	unknown
RFX1	ENCSR968GIB_2	K562
EP300	GSM2330583	unknown
ZNF207	ENCSR096KWU_2	MCF-7
GATA3	GSM986068	unknown
ZNF792	ENCSR679STZ_2	HEK293
MAX	GSM803523	unknown
POLR2A	GSM2465094	unknown
POLR2A	GSM1133652	unknown
CTCF	GSM2870998	unknown
GLIS2	ENCSR535DIA_2	HEK293
ASCL1	GSM1975006	unknown
ZNF16	ENCSR093HXE_2	HEK293
E2F6	GSM1010766	unknown
EZH1	GSM1427068	unknown
ZBTB48	GSM2543150	unknown
ZFP37	ENCSR365GRX_2	HEK293
SMC3	GSM2747762	unknown
ZBED1	ENCSR207PFI_2	GM12878
CTCF	GSM489297	unknown
LMO2	GSM1082311	unknown
CTCF	GSM1689152	unknown
MYC	GSM1429422	unknown
CUX1	GSM1003604	unknown
ESR1	GSM2125149	unknown
MED1	GSM1705266	unknown
ERG	GSM1193656	unknown
FAIRE	GSM748520	unknown
CTCF	GSM2235691	unknown
POLR2A	GSM1022946	unknown
EP300	GSM1534444	unknown
CHRM2	GSM1527528	unknown
FOXA2	GSM2430678	unknown
SUMO2	GSM1777609	unknown
ZNF143	ENCSR936XTK_2	GM12878
CTCF	GSM748538	unknown
ESR1	GSM1669012	unknown
POLR2A	GSM1177769	unknown
SUMO2	GSM1555571	unknown
RUNX1	GSM1056935	unknown
TAL1	GSM1038696	unknown
CEBPB	GSM2592800	unknown
WHSC1	GSM831005	unknown
JUN	GSM2576176	unknown
POLR2A	GSM2042903	unknown
ETV4	ENCSR714YZG_1	HepG2
ESR1	GSM2797097	unknown
FOSL2	ENCSR067XTW_3	unknown
CEBPA	GSM614633	unknown
FOXA1	GSM1858654	unknown
EP300	GSM525267	unknown
SMC1A	GSM941218	unknown
TCF7	ENCSR863KUB_2	K562
POLR2A	GSM1872290	unknown
POLR2A	GSM2151682	unknown
PPARG	GSM624141	unknown
CTCF	GSM1022636	unknown
YBX1	ENCSR799GOY_2	HepG2
REST	GSM1010859	unknown
NR2F1	GSM714811	unknown
EZH2	GSM1003522	unknown
FOXA1	GSM2277160	unknown
NR2C2	GSM935480	unknown
POLR2A	GSM1533407	unknown
AR	GSM1099030	unknown
ZBTB7A	GSM2771541	unknown
NR3C1	GSM1637307	unknown
POLR2A	GSM935522	unknown
OTX2	GSM2432960	unknown
NR3C1	GSM1858619	unknown
CBX6	GSM1295087	unknown
ZBTB17	ENCSR631WAA_2	HEK293
FOXA1	GSM1164142	unknown
POLR2A	GSM2151663	unknown
MYC	GSM754334	unknown
ERG	GSM2086315	unknown
GATA2	GSM2897813	unknown
POLR2A	GSM2579071	unknown
TLE3	GSM2480824	unknown
CEBPA	GSM1333972	unknown
RARA	GSM1693101	unknown
POLR2A	GSM487431	unknown
DPF1	GSM2574787	unknown
OTX2	GSM2432967	unknown
CTCF	GSM1234162	unknown
SP1	GSM803505	unknown
INO80	GSM2877258	unknown
ZBTB33	GSM1010832	unknown
CDK9	GSM1195558	unknown
HES2	ENCSR425MXK_3	unknown
POLR2A	GSM2571042	unknown
AR	GSM2219853	unknown
RELA	GSM486322	unknown
ZMYM3	GSM2574777	unknown
POLR2A	GSM2047028	unknown
CTCF	GSM2809614	unknown
CTCF	GSM624081	unknown
MYC	GSM894061	unknown
AR	GSM2797087	unknown
ESR1	GSM2257821	unknown
ERG	GSM927071	unknown
POLR3D	GSM1906348	unknown
MYC	GSM935491	unknown
POLR2A	GSM2759022	unknown
RELA	GSM1566735	unknown
CREB1	GSM1010720	unknown
POLR2A	GSM1405114	unknown
MED1	GSM1679093	unknown
GATA2	GSM1691144	unknown
ESR1	GSM2040048	unknown
EZH2	GSM1180129	unknown
POLR2A	GSM1162752	unknown
TBX5	GSM2280042	unknown
MYCN	GSM2113529	unknown
BRD4	GSM1890758	unknown
RELA	GSM1643963	unknown
EP300	GSM1917728	unknown
POLR2A	GSM2090927	unknown
TP63	GSM830121	unknown
POLR2A	GSM2550238	unknown
SRF	GSM1010839	unknown
TAFII	GSM447588	unknown
BRD4	GSM2330579	unknown
TAL1	ENCSR106FRG_2	K562
GABPA	GSM803343	unknown
BRD2	GSM1466837	unknown
ZNF414	ENCSR517GAU_1	unknown
ZBTB7A	ENCSR773REP_2	HEK293
POLR3D	GSM1906349	unknown
E2F1	GSM1207909	unknown
AGO1	GSM995943	unknown
RARA	GSM468212	unknown
MYC	GSM1493023	unknown
POLR2A	GSM529982	unknown
POLR2A	GSM2135493	unknown
HDAC2	GSM803345	unknown
GATA1	GSM2452102	unknown
AR	GSM759658	unknown
ESR1	GSM2970407	unknown
KDM2B	GSM2212235	unknown
PPARG	GSM1443810	unknown
HNF4A	GSM1208632	unknown
SMARCA4	ENCSR587OQL_2	K562
ESR1	GSM2797099	unknown
ESR1	GSM2664038	unknown
NANOG	GSM456571	unknown
POLR2A	GSM935632	unknown
EGR2	ENCSR919CZU_1	HEK293
ESR1	GSM2797094	unknown
SMARCA4	GSM971332	unknown
ASCL1	GSM1499402	unknown
CREB1	GSM1010760	unknown
ZNF644	ENCSR729HVR_1	K562
FOXA1	GSM1534741	unknown
AR	GSM1598220	unknown
BRD4	GSM1968282	unknown
SMAD3	GSM897117	unknown
CTCF	GSM1234121	unknown
AR	GSM2235686	unknown
POLR2A	GSM1037516	unknown
ESR1	GSM2915386	unknown
CTCF	GSM1655739	unknown
RELA	GSM2419824	unknown
ZKSCAN1	GSM935362	unknown
MYH11	GSM1122305	unknown
ETS1	GSM2442778	unknown
RUNX1	GSM610332	unknown
PR	GSM1669071	unknown
TP53	GSM1366697	unknown
SUMO1	GSM1012769	unknown
ATF2	GSM1239448	unknown
RUNX1	GSM1816091	unknown
SP1	ENCSR729LGA_1	MCF-7
EP300	GSM1831049	unknown
FAIRE	GSM1122848	unknown
TCF7L2	ENCSR888XZK_1	K562
FUS	GSM1480743	unknown
ESR1	GSM2648924	unknown
POLR2A	GSM2712771	unknown
GATA1	GSM804013	unknown
ETS1	GSM449525	unknown
POLR2A	GSM1777595	unknown
NR2F6	ENCSR518WPL_1	HepG2
TAL1	GSM1519646	unknown
GABPA	GSM1010864	unknown
CTCF	ENCSR619IUE_1	unknown
TRIM28	GSM935587	unknown
POU2F2	GSM2095818	unknown
ATF1	ENCSR253OON_2	HepG2
HIRA	GSM1358815	unknown
CTCF	GSM2026786	unknown
POLR2A	GSM935287	unknown
NFKB1	GSM2628095	unknown
SRF	GSM803520	unknown
NRF1	ENCSR853ADA_2	HepG2
CTCF	GSM489299	unknown
POLR2A	GSM2571038	unknown
DEK	GSM1485998	unknown
POLR2A	GSM2473253	unknown
FOSL2	GSM803451	unknown
AR	GSM1071286	unknown
ESR1	GSM1858620	unknown
FOXA1	GSM1551464	unknown
AR	GSM1358409	unknown
ETS1	GSM1009649	unknown
AR	GSM1328947	unknown
CREB1	GSM1010726	unknown
NR1H3	GSM2042852	unknown
DNMT3B	GSM1607384	unknown
ESR1	GSM1534747	unknown
POLR2A	GSM1701826	unknown
MAX	GSM1036406	unknown
ZNF318	ENCSR334HSW_2	K562
ZBTB17	GSM1430921	unknown
SUPT5H	GSM1679115	unknown
BRD2	GSM971946	unknown
CTBP2	GSM1410763	unknown
MBD2	GSM1388126	unknown
PCGF2	GSM1340092	unknown
E2F7	GSM1208730	unknown
POLR2A	GSM2519955	unknown
ARNT	ENCSR155KHM_1	K562
POLR2A	GSM2218630	unknown
CTCF	GSM1022663	unknown
CREBBP	GSM393945	unknown
ESR1	GSM1187117	unknown
CDC5L	ENCSR121PFY_2	K562
MAFK	GSM935292	unknown
TFDP1	ENCSR017GBO_1	K562
MYC	GSM935428	unknown
POLR2A	GSM2151637	unknown
CTCF	GSM1817665	unknown
RUNX1	GSM2150334	unknown
FOXA1	GSM659796	unknown
ATF3	GSM838675	unknown
ERG	GSM1899558	unknown
POLR2A	GSM1482891	unknown
BRD4	GSM2188490	unknown
MYC	GSM1099029	unknown
HLF	ENCSR528PSI_2	HepG2
AFF1	GSM2364545	unknown
AR	GSM1691138	unknown
EP300	GSM935401	unknown
EGR1	GSM1010730	unknown
MYC	GSM2049318	unknown
ZNF654	ENCSR504VDV_2	HEK293
ZNF101	ENCSR462FWS_1	unknown
BRD4	GSM1820949	unknown
POLR2A	GSM1869138	unknown
ZSCAN16	ENCSR864VJE_2	HEK293
GATA6	GSM1505663	unknown
NFYB	GSM935507	unknown
SMARCA4	GSM651553	unknown
FLI1	GSM1480740	unknown
MTA2	ENCSR293QAR_1	GM12878
CTCF	GSM1007997	unknown
AR	GSM1501191	unknown
ZNF488	ENCSR363XBR_2	HEK293
HOXB13	GSM2537233	unknown
CTCF	GSM2747724	unknown
GATA2	GSM1691155	unknown
POLR2A	GSM1214685	unknown
SUZ12	ENCSR412CTM_2	K562
HDAC1	GSM1122318	unknown
POLR2A	GSM2667964	unknown
CTCF	GSM749696	unknown
GATA2	GSM722415	unknown
ESR1	GSM542548	unknown
RXRA	GSM1208673	unknown
CTCF	GSM2572335	unknown
MYB	GSM1519641	unknown
CTCF	GSM1022629	unknown
TEAD2	ENCSR635GTR_1	K562
INO80	GSM2877257	unknown
SP4	GSM1010743	unknown
MYC	GSM1468306	unknown
NR3C1	GSM604653	unknown
E2F1	GSM1976292	unknown
BRD4	GSM2350448	unknown
POLR2A	GSM320734	unknown
POLR2A	GSM1226379	unknown
NCAPG	GSM1523069	unknown
MAX	GSM935644	unknown
SPI1	GSM1544525	unknown
EBF1	GSM935375	unknown
CEBPB	ENCSR853DWE_2	unknown
MYH11	GSM1122323	unknown
HSF1	GSM1116665	unknown
KLF1	ENCSR550HCT_2	K562
POLR2A	GSM935393	unknown
POLR2A	GSM1383857	unknown
KLF5	GSM1574277	unknown
RFX5	GSM935556	unknown
ESR1	GSM631465	unknown
POLR2A	GSM1537294	unknown
TCF7L2	GSM816436	unknown
BRD4	GSM1553134	unknown
JUNB	ENCSR897MMC_2	GM12878
POLR2A	GSM1195570	unknown
NBN	ENCSR085QEV_2	K562
HNF4G	GSM2277157	unknown
POLR2A	GSM1679134	unknown
GATA3	GSM1642515	unknown
ESR1	GSM2257828	unknown
ZBTB6	GSM2026807	unknown
CDK9	GSM1661787	unknown
CBX5	ENCSR372GIN_1	GM12878
TEAD4	GSM1010885	unknown
ZNF781	ENCSR777YSB_2	unknown
BRD4	GSM1348518	unknown
SPI1	GSM1421017	unknown
BRD4	GSM2359445	unknown
ESR1	GSM2970412	unknown
GRHL2	GSM2171835	unknown
MYC	GSM808761	unknown
CTCF	GSM1022658	unknown
ZNF76	ENCSR072LQF_1	HEK293
REST	GSM1333991	unknown
ZNF320	GSM2026740	unknown
RAD21	GSM1010801	unknown
POLR2A	GSM1684632	unknown
MYH11	GSM1122319	unknown
AR	GSM1071284	unknown
POLR2A	GSM2571060	unknown
MLLT1	GSM1934098	unknown
AR	GSM1071289	unknown
PPARG	GSM634629	unknown
NR3C1	GSM759670	unknown
ESR1	GSM798435	unknown
RELA	GSM1566566	unknown
EGR2	GSM2026759	unknown
ZSCAN5A	ENCSR357QJR_1	HEK293
HOXB13	GSM2537235	unknown
MYC	GSM2305252	unknown
BRD4	GSM1961566	unknown
REST	GSM1192175	unknown
RUNX1	GSM722708	unknown
CTCF	GSM2040765	unknown
EZH2	GSM1129364	unknown
FOXA1	GSM2797083	unknown
ESR1	GSM2644567	unknown
ZNF707	ENCSR854IPI_1	HEK293
RAD21	GSM614629	unknown
TCF7L1	GSM2065887	unknown
GTF2I	GSM1539068	unknown
E2F1	GSM1207906	unknown
POLR2A	GSM2360995	unknown
STAT3	GSM2752894	unknown
E2F1	GSM1207916	unknown
SP140	GSM2398967	unknown
CTCF	GSM534492	unknown
GATA1	GSM610335	unknown
TCF7L1	GSM957606	unknown
RUNX1	GSM722170	unknown
RXRA	GSM2877302	unknown
KDM5B	GSM1122652	unknown
BRD4	GSM1348516	unknown
REST	GSM1290147	unknown
POLR2A	GSM803410	unknown
SMAD1	GSM722400	unknown
STAG1	GSM1234161	unknown
TFAP2A	GSM902779	unknown
ESR1	GSM631453	unknown
PAX6	GSM2333439	unknown
MYC	GSM1429419	unknown
CTCF	GSM2747716	unknown
FOXA1	GSM631469	unknown
BRD4	GSM2218755	unknown
BRD4	GSM1874948	unknown
MED1	GSM2443458	unknown
NIPBL	GSM2040036	unknown
ESR1	GSM1115991	unknown
POLR2A	GSM2467772	unknown
NME2	GSM991048	unknown
FOXA2	GSM803403	unknown
TRIM28	GSM700353	unknown
PHIP	GSM2711384	unknown
FOXA1	GSM1354837	unknown
FOS	GSM935355	unknown
FOXA1	GSM1354838	unknown
CTCF	GSM749692	unknown
SND1	GSM1153765	unknown
EZH2	GSM1003576	unknown
MECP2	GSM1154504	unknown
EP300	ENCSR561ZRE_1	unknown
MED1	GSM2802954	unknown
HSF1	GSM1116654	unknown
EZH2	GSM2265655	unknown
SETD1A	GSM1934100	unknown
MYCN	GSM2113542	unknown
RBL2	GSM497497	unknown
POLR2A	GSM2135494	unknown
NCOR1	GSM959632	unknown
ESR1	GSM2915391	unknown
POLR2A	GSM1545670	unknown
EP300	GSM803542	unknown
CHAT	GSM1898100	unknown
AR	GSM2086302	unknown
NR3C1	GSM2735376	unknown
STAG1	GSM1234025	unknown
PHF8	GSM566159	unknown
ESR1	GSM2648914	unknown
ZNF518A	ENCSR159GFL_2	HEK293
NANOG	GSM1505698	unknown
NR3C1	GSM1607526	unknown
HOXB13	GSM1716767	unknown
SUMO2	GSM1622621	unknown
ELF1	ENCSR502OEK_1	K562
ESR1	GSM1534722	unknown
HES2	ENCSR646EFO_3	unknown
STAT3	GSM2855430	unknown
AR	GSM759657	unknown
CTCF	GSM2747765	unknown
ZFX	GSM2741773	unknown
TCF4	GSM1975018	unknown
ESR1	GSM986063	unknown
ESR1	GSM1831737	unknown
EHF	GSM1208609	unknown
POLR2AphosphoS5	ENCSR369NGL_1	GM23338
SP2	GSM2026796	unknown
SP2	ENCSR807LQP_1	HEK293
NELFE	GSM2151670	unknown
U2AF1	GSM2559407	unknown
PIAS1	GSM1354833	unknown
CTCF	GSM1022669	unknown
CTCF	GSM631479	unknown
YY1	GSM803381	unknown
POLR2A	GSM1579352	unknown
XRN2	GSM1872296	unknown
CTCF	GSM1224675	unknown
SNAI2	GSM1336156	unknown
JUN	GSM935467	unknown
MAX	GSM1010898	unknown
BRD4	GSM1587905	unknown
LARP7	GSM2332315	unknown
GATA6	GSM1255511	unknown
MYC	GSM2301916	unknown
EP300	GSM2029580	unknown
ZNF239	ENCSR440COG_2	HEK293
GATA3	GSM986067	unknown
EP300	GSM1917730	unknown
ZMYM3	GSM2574790	unknown
E2F1	GSM699989	unknown
NIPBL	GSM2443453	unknown
ELL2	GSM1405089	unknown
NCAPH2	GSM2571786	unknown
FOXA1	GSM2466691	unknown
POLR2A	GSM2332317	unknown
RELA	GSM604655	unknown
JUND	GSM935328	unknown
AR	GSM984387	unknown
KAT8	ENCSR086FZL_1	K562
SMAD4	GSM1246718	unknown
POLR2A	GSM317591	unknown
CTCF	GSM1122667	unknown
KAT5	GSM393956	unknown
NR3C1	GSM2735383	unknown
MYB	GSM1859070	unknown
FOXA1	GSM2058886	unknown
ESRRA	GSM1003605	unknown
REPIN1	GSM1113436	unknown
ESR1	GSM2797075	unknown
MYC	GSM1003607	unknown
HES2	ENCSR646EFO_2	unknown
ESR1	GSM589237	unknown
FOXP1	GSM1527836	unknown
SPI1	GSM1557623	unknown
ESR1	GSM801056	unknown
FOXA1	GSM984392	unknown
TRIM28	GSM700356	unknown
POLR2A	GSM2151678	unknown
ELF1	ENCSR475SOC_1	MCF-7
POLR2A	GSM844016	unknown
KLF1	ENCSR859BMR_2	HEK293
RUNX1	GSM1480744	unknown
TET3	GSM897577	unknown
CDK9	GSM1527710	unknown
KLF15	GSM2026884	unknown
GABPA	GSM1010833	unknown
NFKB1	GSM1556336	unknown
ESR1	GSM631481	unknown
PAF1	GSM1727096	unknown
BRD4	GSM1820927	unknown
MYCN	GSM2113532	unknown
POLR2A	GSM1231602	unknown
BRPF3	GSM1556189	unknown
SPI1	GSM2359984	unknown
CTCF	GSM2235692	unknown
NONO	ENCSR912NMR_2	MCF-7
CTBP1	ENCSR636EYA_2	MCF-7
GATA1	GSM722413	unknown
POLR2A	GSM2789802	unknown
MED1	GSM1679099	unknown
JMJD6	GSM1922079	unknown
RELA	GSM486318	unknown
POLR2A	GSM2642492	unknown
BRD4	GSM2359449	unknown
ELF1	GSM2224585	unknown
CDK9	GSM935135	unknown
NEUROD1	GSM2432978	unknown
NFKB2	GSM1556338	unknown
JMJD6	GSM1249905	unknown
FOSL2	ENCSR546KCN_2	MCF-7
GATA2	GSM1691143	unknown
NFRKB	ENCSR657EOF_1	K562
FOXA2	GSM2401469	unknown
CTCF	GSM1233870	unknown
GATA2	GSM1122310	unknown
ZNF143	GSM2024876	unknown
CTCF	GSM2599088	unknown
TP63	GSM1489261	unknown
JMJD6	GSM2360994	unknown
HNF4A	GSM1535710	unknown
RAD21	GSM1861919	unknown
POLR2A	GSM2058671	unknown
CTCF	GSM2730057	unknown
FOSL1	GSM2635310	unknown
CTCF	ENCSR769WKR_1	transverse
CSDE1	ENCSR626QJQ_1	K562
RUNX1	GSM1581788	unknown
HCFC1	GSM1003618	unknown
CEBPB	ENCSR447ZMS_3	unknown
POLR2A	GSM486449	unknown
RXRG	GSM468214	unknown
CTCF	GSM2439226	unknown
GATA4	GSM1505651	unknown
POLR2A	GSM748529	unknown
ZNF391	ENCSR210MET_2	HEK293
SOX2	GSM1198994	unknown
CDK8	GSM1296645	unknown
ZNF101	GSM2466470	unknown
SCRT1	ENCSR605MGM_2	HEK293
ATF3	GSM1010789	unknown
ESR1	GSM1908537	unknown
AR	GSM2235688	unknown
MYOG	GSM2629527	unknown
MAFK	GSM1239594	unknown
AR	GSM1071291	unknown
CHRM2	GSM1264165	unknown
POLR2A	GSM822300	unknown
SMC3	GSM1003627	unknown
ZNF146	ENCSR689YFA_1	HEK293
TP63	GSM1366687	unknown
MYC	GSM894102	unknown
USF2	GSM2550266	unknown
POLR3A	GSM935489	unknown
ZNF394	ENCSR125DNC_1	HEK293
ZEB2	ENCSR322CFO_1	K562
FOSL1	GSM1010756	unknown
POLR2A	GSM822284	unknown
MED1	GSM1442004	unknown
ID3	ENCSR005NMT_1	K562
ZSCAN5A	ENCSR357QJR_2	HEK293
ZNF382	GSM2026856	unknown
NR2F1	ENCSR970NKQ_2	K562
ESR1	GSM2125145	unknown
POLR2A	GSM486477	unknown
NFE2L2	ENCSR707IUN_1	HeLa-S3
ELL2	GSM1405090	unknown
ESR1	GSM1643998	unknown
